isogroup1000	Q9P974
isogroup55628	C0HLA0
isogroup55629	P54072
isogroup55634	Q9SP08
isogroup55653	P27484
isogroup55654	Q2JJF6
isogroup55659	Q5UQP2
isogroup55665	P59723
isogroup55668	O74857
isogroup55686	P42720
isogroup55687	Q28HC6
isogroup55692	Q9AWK2
isogroup55697	O15865
isogroup55699	P0C6B8
isogroup55706	Q8CH84
isogroup55709	Q54TC9
isogroup55711	Q7ZXX2
isogroup55714	O34627
isogroup55730	O34539
isogroup55731	Q08891
isogroup55747	A9VHU0
isogroup55750	Q8GX93
isogroup55753	Q9MAH3
isogroup55763	Q9R1C6
isogroup55767	Q38997
isogroup55770	Q5ZKW5
isogroup55771	Q0BUP7
isogroup55777	P07463
isogroup55792	Q9BYT3
isogroup55799	O43048
isogroup55803	Q9SHS7
isogroup55806	Q5M759
isogroup55812	Q9XFR5
isogroup55813	Q55680
isogroup55822	Q9QR71
isogroup55832	Q5ZK92
isogroup55840	P27166
isogroup55841	Q9ZU51
isogroup55843	Q5WA76
isogroup55846	Q9CQR4
isogroup55847	O59790
isogroup55850	Q5R443
isogroup55856	P9WJI5
isogroup55857	Q9FJL3
isogroup55858	Q96AJ9
isogroup55859	F4J220
isogroup55860	Q8K1E6
isogroup55865	Q258K2
isogroup5587	Q8MTI2
isogroup55871	Q8SY96
isogroup55872	Q6PC24
isogroup55873	Q9LIK5
isogroup55874	A1JRI8
isogroup55876	Q7ZWS2
isogroup55878	Q02485
isogroup55879	Q3UZ57
isogroup55885	Q9SKZ5
isogroup55886	P19123
isogroup55888	Q9VCA8
isogroup55891	E2RYF6
isogroup55892	Q86SG2
isogroup55893	P10246
isogroup55897	Q96T66
isogroup55900	Q55DQ0
isogroup55901	Q8C811
isogroup55902	Q9CAI1
isogroup55905	C0HK92
isogroup55910	Q06003
isogroup55911	Q09EF7
isogroup55915	P10587
isogroup55916	P38287
isogroup55918	Q03042
isogroup55920	Q08695
isogroup55958	Q9Y2Y1
isogroup55959	Q84CG1
isogroup55970	Q4L6I1
isogroup55971	A0PQ29
isogroup55972	Q3B3D6
isogroup55973	Q6ZMV9
isogroup55975	Q5UPD4
isogroup55990	Q9FY46
isogroup55998	Q6GL44
isogroup56	Q569L8
isogroup5600	P0CI72
isogroup56004	B9MJZ0
isogroup56009	P16157
isogroup56014	P20595
isogroup56019	Q852U6
isogroup5604	Q55E45
isogroup56040	O22609
isogroup56044	Q92253
isogroup56065	Q9LFH6
isogroup56068	Q39208
isogroup56070	Q5IFN2
isogroup56077	O15865
isogroup56082	Q54VF4
isogroup56084	Q8MSS1
isogroup56088	Q5UPG5
isogroup56099	Q2KJG8
isogroup5610	O30409
isogroup56100	P72188
isogroup56101	Q5RKH1
isogroup56105	P29937
isogroup56110	Q9AST1
isogroup56111	Q5ZLX5
isogroup56118	P27882
isogroup56153	P47179
isogroup56164	P40796
isogroup56174	Q2QX45
isogroup56176	Q9VJ79
isogroup56182	Q9TUI8
isogroup56185	Q8C8R3
isogroup56188	Q9NEW6
isogroup56194	Q9VXJ0
isogroup56199	A7GCK7
isogroup56202	Q60952
isogroup56205	O15865
isogroup56211	Q5N0T0
isogroup56212	Q148K0
isogroup56213	O32210
isogroup56214	Q25452
isogroup56217	O15865
isogroup56224	B8H555
isogroup56227	Q6BMV2
isogroup56230	P0DN22
isogroup56251	Q5YW75
isogroup56262	O13871
isogroup56272	Q54KA7
isogroup56274	P25631
isogroup56278	Q15751
isogroup56280	Q10D80
isogroup56289	Q9WZ49
isogroup56293	Q6NMM8
isogroup56295	D3ZSC8
isogroup56297	Q09911
isogroup56298	P42347
isogroup56306	Q5R7E5
isogroup56307	Q8IIG7
isogroup56310	P41035
isogroup56311	Q28IN4
isogroup56319	A8KBL5
isogroup56321	Q9FLS9
isogroup56327	Q9JJT0
isogroup56338	Q8WZ42
isogroup56347	Q8LH03
isogroup56364	Q9VLF6
isogroup56369	P62810
isogroup56371	Q588V7
isogroup56375	Q08CG8
isogroup56378	Q6PAW0
isogroup56385	Q7Z494
isogroup56386	P48467
isogroup56391	P91167
isogroup56393	Q86VF5
isogroup56397	Q9VGU5
isogroup56409	P16157
isogroup56414	Q12362
isogroup56416	P46032
isogroup56419	Q9WWU5
isogroup5642	P0C605
isogroup56422	Q10L71
isogroup56423	Q7XJ53
isogroup56425	Q11YX6
isogroup56426	Q8BYK8
isogroup56431	Q6A065
isogroup56442	Q9UTP9
isogroup56454	A8ISN6
isogroup56461	Q08DT6
isogroup56464	Q93075
isogroup56467	Q11U61
isogroup56473	Q6DI40
isogroup56478	Q8LPF4
isogroup56483	Q39618
isogroup56490	Q54KA7
isogroup56505	P34329
isogroup56507	P50889
isogroup56508	Q8SV35
isogroup56516	Q54YW1
isogroup56518	Q2VZP8
isogroup56520	Q8VC42
isogroup56522	H2KZK4
isogroup56523	O74480
isogroup56527	Q9ULC3
isogroup56528	Q8RWV3
isogroup56563	P0CT30
isogroup56569	Q9M101
isogroup56573	Q9ULJ7
isogroup56577	O88764
isogroup56581	Q8VE96
isogroup56590	Q8N819
isogroup56593	Q9LQ14
isogroup56595	Q9QYI4
isogroup56596	P46436
isogroup56603	Q0R4F1
isogroup56609	Q8IX30
isogroup56613	Q80YF0
isogroup56614	Q9LY82
isogroup56615	P05102
isogroup56617	Q5BLK4
isogroup56624	Q9SZ42
isogroup56634	Q9N1F5
isogroup5665	Q9ESR9
isogroup56657	Q8VEH6
isogroup56659	Q8L970
isogroup5667	Q8CDF7
isogroup56676	Q9V0D5
isogroup56681	Q8R1T4
isogroup56682	P75849
isogroup56688	O31463
isogroup56709	Q82IZ1
isogroup56716	Q96IV6
isogroup56717	Q6DBN1
isogroup56720	Q6NXR0
isogroup56721	Q9FV54
isogroup56724	Q9LQK0
isogroup56733	Q9D0I6
isogroup56736	Q9R053
isogroup56737	Q5RKH1
isogroup56738	P08992
isogroup56739	B7T1V0
isogroup56752	C9D7C2
isogroup56755	Q2S591
isogroup56756	Q9M2D2
isogroup56760	P51949
isogroup56792	Q9H6Z9
isogroup56809	Q9QUS6
isogroup56822	O94480
isogroup56825	Q67UU0
isogroup56826	Q2PFW9
isogroup56832	Q9NZJ4
isogroup56834	Q5Z922
isogroup56836	P86947
isogroup56837	Q4L208
isogroup56840	O22558
isogroup56843	A5EYE5
isogroup56848	P13542
isogroup56855	P47124
isogroup56878	Q8N9F7
isogroup56888	Q8IIG7
isogroup56892	A7Z1S6
isogroup56907	Q9VR91
isogroup56913	Q9LVV5
isogroup56918	Q7XJE6
isogroup56921	Q6P256
isogroup56933	O74327
isogroup56934	Q10000
isogroup56935	Q8RVL2
isogroup56939	Q8RWT8
isogroup56942	A6NHC0
isogroup56943	Q8BYB9
isogroup56947	Q6P8B3
isogroup56954	A0JMG1
isogroup56955	Q08CG8
isogroup56957	P55567
isogroup56963	Q9Y266
isogroup56974	Q56JY9
isogroup56981	A8JR14
isogroup57004	Q71VM4
isogroup5701	Q01109
isogroup57010	Q6K550
isogroup57012	P46434
isogroup57043	Q9TW32
isogroup5705	Q45826
isogroup57054	Q9VD28
isogroup57055	Q9SA27
isogroup57056	Q8L5R3
isogroup57058	P95867
isogroup57074	Q9Y3B2
isogroup57076	Q5P3M1
isogroup57077	Q9D2U5
isogroup57078	Q5JTY5
isogroup57093	Q01484
isogroup57095	Q13614
isogroup57099	Q1EA11
isogroup5710	Q08277
isogroup57101	A2AQP0
isogroup5711	Q39593
isogroup57127	Q7RAV5
isogroup57131	Q9SEL5
isogroup57142	Q8IIG7
isogroup57153	Q14AK4
isogroup57154	O42646
isogroup57157	Q863Y7
isogroup57165	G5E897
isogroup57168	G3V7P1
isogroup57178	Q2R2Z4
isogroup57187	A0A286M9N3
isogroup57188	Q2QKL5
isogroup57189	P30427
isogroup57191	P80483
isogroup57195	C8V4D4
isogroup57212	P20807
isogroup57223	P53258
isogroup5723	P40761
isogroup57231	Q10137
isogroup57232	G5EBV0
isogroup57254	Q6GN68
isogroup57261	P14779
isogroup57265	Q9CAM8
isogroup57272	Q54VI3
isogroup57281	Q54NS8
isogroup57282	Q09749
isogroup57287	Q6W2J9
isogroup57307	Q7RTR2
isogroup57309	Q9VBP3
isogroup57310	Q9NP78
isogroup57317	Q5SWY8
isogroup57336	B9DHT4
isogroup57338	Q5T6V5
isogroup57339	P45295
isogroup57341	O34903
isogroup57342	P16157
isogroup57346	Q5XJP1
isogroup57350	Q04644
isogroup57351	P48236
isogroup57360	Q5P6Y5
isogroup57362	G5EEE9
isogroup57364	Q9GZT9
isogroup57372	Q15751
isogroup57381	Q2S030
isogroup57382	Q5AFH3
isogroup57384	Q8WWF5
isogroup57390	Q9KD71
isogroup57392	Q94FB9
isogroup57397	Q9LDR9
isogroup57398	Q80ZX8
isogroup57400	Q22XZ3
isogroup57403	O43347
isogroup57432	P0CT80
isogroup5747	Q49YC7
isogroup57478	A0A0H2URK1
isogroup57489	Q46845
isogroup57490	P22513
isogroup57499	P44121
isogroup57500	Q1RM35
isogroup57501	Q6C9T0
isogroup57506	O54898
isogroup57510	Q9UL51
isogroup57515	O00909
isogroup57518	Q69PA8
isogroup57523	Q6GLT8
isogroup57524	Q99942
isogroup57533	Q90854
isogroup57538	Q8W496
isogroup57541	Q9FHK0
isogroup57552	O04035
isogroup57560	P75791
isogroup5757	Q7N900
isogroup57579	P55273
isogroup57582	Q04634
isogroup57584	Q9UUB8
isogroup57594	Q5XIA3
isogroup576	Q3EAR7
isogroup57607	Q70IY1
isogroup57609	Q9XES1
isogroup57610	Q5R9U9
isogroup57611	Q9FN03
isogroup57613	Q9TL06
isogroup57624	Q5UNW1
isogroup57625	Q7MGG3
isogroup57627	Q08473
isogroup5763	B2AE04
isogroup57632	Q9C5J3
isogroup57634	F4JTE7
isogroup57639	O22151
isogroup57648	Q99NH0
isogroup57652	Q9D7H3
isogroup57654	Q0IIB1
isogroup57656	Q3YRN3
isogroup57678	Q5GVL2
isogroup57684	Q5UPD4
isogroup57686	O14297
isogroup57692	P25407
isogroup57715	Q2S591
isogroup57721	Q99466
isogroup57722	Q9FZL4
isogroup57727	P0AFR6
isogroup57731	Q5AWM9
isogroup57740	Q8RWR1
isogroup57742	P30235
isogroup57743	Q9UPV0
isogroup57744	Q84WV9
isogroup57745	P54433
isogroup57746	P32839
isogroup57749	Q8T9S7
isogroup57755	Q8I136
isogroup57756	P53444
isogroup57763	C3VPR6
isogroup57766	Q7F0R1
isogroup57769	P39745
isogroup5777	P97366
isogroup57770	Q9JKA7
isogroup57772	Q9LK25
isogroup57778	Q9P4Z1
isogroup57782	P42824
isogroup57788	Q54KA7
isogroup57807	Q91ZR5
isogroup57808	Q9M354
isogroup57829	Q7XYM4
isogroup57834	P40940
isogroup57836	P16109
isogroup57838	P31060
isogroup5785	Q8NQ52
isogroup57850	Q3MIF4
isogroup57854	Q7XKC0
isogroup57858	P50889
isogroup57870	Q93VG8
isogroup57871	Q96I24
isogroup57882	P51792
isogroup57897	P30622
isogroup57916	A0FGR9
isogroup57922	Q9JI55
isogroup57926	O14359
isogroup57935	Q2RP84
isogroup57936	A4IG42
isogroup57945	Q5G1S8
isogroup5795	P93099
isogroup57952	O74493
isogroup57953	Q9SLG9
isogroup57954	Q55D16
isogroup57965	Q8W1S1
isogroup57968	Q9VR91
isogroup57974	Q9ZJF1
isogroup57982	Q75A33
isogroup57983	Q11YV6
isogroup57984	Q58DS9
isogroup57990	Q9P1Q0
isogroup57992	Q2KJ96
isogroup57995	P48758
isogroup57996	Q9FPT1
isogroup57997	Q8C1Z8
isogroup58000	Q7XVN7
isogroup58003	Q940X9
isogroup58008	Q8BL66
isogroup58014	Q07252
isogroup58015	Q62398
isogroup58019	Q5UP57
isogroup58021	Q8W469
isogroup58023	Q8BGC0
isogroup58029	Q6B9X6
isogroup58042	Q6UWP7
isogroup58045	B1XWR5
isogroup58052	Q5RDE1
isogroup58065	Q9SAH5
isogroup58080	G4FEF4
isogroup58087	Q5UQ52
isogroup58092	Q2TA51
isogroup58095	Q91ZR5
isogroup58105	Q6FWS2
isogroup58110	Q6Y7W8
isogroup58112	Q9N491
isogroup58116	A2ACP1
isogroup58121	Q7PRJ0
isogroup58123	Q9JKR5
isogroup58125	Q54MI3
isogroup58129	Q5F3Z5
isogroup58130	Q9P0N5
isogroup58131	G0SA60
isogroup58132	Q43088
isogroup58133	E3VWK2
isogroup58135	Q7ZU92
isogroup58140	Q7KRY7
isogroup58144	Q54LN4
isogroup58147	Q21997
isogroup58150	Q96AZ1
isogroup58152	Q6P6R7
isogroup58165	Q28057
isogroup58170	Q6CC11
isogroup58205	Q9SMI3
isogroup5822	Q80U30
isogroup58225	Q9K907
isogroup58231	Q8BID8
isogroup58241	P91622
isogroup58243	A9JRD8
isogroup58244	O14595
isogroup5825	Q54I92
isogroup58251	Q6AYG3
isogroup58255	P45862
isogroup58260	P50430
isogroup58261	Q6AY30
isogroup58274	F4JVA9
isogroup58281	Q9FL12
isogroup58283	Q9SI78
isogroup58284	Q0P5B9
isogroup58290	C5C246
isogroup58292	Q32PZ3
isogroup58294	Q9NR56
isogroup58296	P54567
isogroup58302	Q9T042
isogroup58330	P02982
isogroup58331	O81864
isogroup58333	Q9X0Y1
isogroup58336	O73944
isogroup58345	B8EK41
isogroup58347	P36362
isogroup58358	P02599
isogroup58359	Q54CP1
isogroup58363	P02980
isogroup58373	Q8CJ40
isogroup58378	P51563
isogroup58379	Q9SIE1
isogroup58384	Q8MTI2
isogroup58386	Q800A0
isogroup58388	P16157
isogroup58400	Q0E2Y1
isogroup58427	P69566
isogroup58435	Q5XGU5
isogroup58441	O52535
isogroup58455	Q9P3U1
isogroup58457	C3K274
isogroup58458	Q1RJ91
isogroup58470	Q9FMJ0
isogroup58473	Q9EPH8
isogroup58477	Q0VGW4
isogroup58479	Q6EJ98
isogroup58486	Q68DK2
isogroup58489	Q91611
isogroup5849	P20060
isogroup58495	Q6P2X9
isogroup585	P42519
isogroup58502	Q7Z895
isogroup58505	B3ERN8
isogroup58508	Q8L397
isogroup58536	P74838
isogroup58555	Q6VTH5
isogroup58570	Q8N283
isogroup58575	Q54J73
isogroup58578	Q54TC5
isogroup58581	O64740
isogroup58583	P32393
isogroup58587	P02597
isogroup58592	Q9STH1
isogroup58597	Q9ZUV3
isogroup58600	Q9H2M9
isogroup58610	Q8JZZ6
isogroup58612	Q8R1F6
isogroup58613	Q9Y256
isogroup58622	A6NHY2
isogroup58627	O80396
isogroup58632	Q5M7N9
isogroup58633	P0CG23
isogroup58635	Q8K586
isogroup58640	Q0E3I9
isogroup58652	Q05115
isogroup58655	Q6NTR1
isogroup58657	Q94726
isogroup58658	Q1RHT6
isogroup58659	Q10901
isogroup58660	Q9TVW2
isogroup58662	Q9CQK1
isogroup58706	Q8C753
isogroup58716	Q5DU56
isogroup58718	P0A9T5
isogroup58728	O43439
isogroup58733	Q8W4G3
isogroup58743	B0BNA9
isogroup58757	Q6DJN2
isogroup58758	P38890
isogroup58760	Q5M807
isogroup58763	Q0IH24
isogroup58768	Q22866
isogroup58773	Q8VBZ0
isogroup58776	Q25BW4
isogroup58781	Q42396
isogroup58789	Q4L6I1
isogroup58794	P28575
isogroup58795	Q94C49
isogroup58797	Q9HZ00
isogroup58801	P53355
isogroup58808	P36513
isogroup58811	P54302
isogroup58813	Q9SM43
isogroup58815	P54001
isogroup58816	Q3SX45
isogroup58823	Q11QB8
isogroup58829	Q5ZM74
isogroup58830	Q9C0G6
isogroup58835	Q8LAN3
isogroup58838	Q57752
isogroup58839	A0LYC2
isogroup58854	Q45269
isogroup58870	O74627
isogroup58891	Q8CAK1
isogroup58893	Q93VG8
isogroup58897	O59827
isogroup58904	Q07759
isogroup58919	Q3ZCC9
isogroup58922	Q5UNW1
isogroup58925	Q0WRB2
isogroup58933	O25610
isogroup58935	Q05115
isogroup58936	Q8H0T9
isogroup58951	A9L1P1
isogroup58955	Q6DG60
isogroup5896	Q09325
isogroup58964	O13899
isogroup58970	Q8RVL1
isogroup58994	Q7ZWF4
isogroup58997	Q0WMY5
isogroup59004	Q5RB75
isogroup59011	Q54P13
isogroup59031	Q888A4
isogroup59040	Q9STH1
isogroup59041	A0A0H2URK1
isogroup59053	Q9SVV9
isogroup59057	Q3ZC91
isogroup59059	Q9EQN5
isogroup59063	P0AFG8
isogroup59078	P07293
isogroup59080	Q9LYZ9
isogroup59081	Q5REG4
isogroup59084	B1XQQ0
isogroup59087	Q9QR71
isogroup59088	A8I9E8
isogroup59091	Q561R7
isogroup59100	Q96RS0
isogroup59101	Q6PK18
isogroup59109	Q9Z0Y8
isogroup59113	Q03604
isogroup59116	O70511
isogroup59123	Q4V339
isogroup59127	Q7TQK4
isogroup59128	P49776
isogroup59130	Q5ZLH4
isogroup59136	P32019
isogroup59154	Q7A089
isogroup59156	B8F671
isogroup59174	Q8MP06
isogroup59181	Q9USQ7
isogroup59192	Q45269
isogroup59193	P24156
isogroup59194	P16924
isogroup59199	Q0III3
isogroup59206	Q9LDH3
isogroup59215	P0AG26
isogroup59216	Q2QY37
isogroup59225	O62830
isogroup59231	Q5WHG0
isogroup59237	P14315
isogroup59239	Q5B4E7
isogroup59240	Q2TBG8
isogroup59244	Q54CX4
isogroup59247	Q9DB26
isogroup59250	P16157
isogroup59257	Q22782
isogroup59262	Q3B8Q0
isogroup59264	Q24JN5
isogroup59267	Q9FI61
isogroup59269	Q5U1Y1
isogroup59278	Q05B79
isogroup59321	Q8C5T4
isogroup59332	P06149
isogroup59333	P33550
isogroup59344	P97443
isogroup59347	Q80ZI6
isogroup59349	O51144
isogroup59353	Q50KB1
isogroup59362	Q8BWY9
isogroup59366	Q6NYK8
isogroup59367	P41351
isogroup59379	P0ACA9
isogroup59383	Q9FZ62
isogroup59385	Q6NVF0
isogroup59389	Q54VF4
isogroup59391	Q96Q83
isogroup59392	P0DMA5
isogroup59393	Q5UPD4
isogroup59398	Q6P5U8
isogroup59404	O22315
isogroup59413	Q5EAR5
isogroup59417	Q9W1U4
isogroup59418	P54926
isogroup59420	Q64536
isogroup59428	O43933
isogroup59432	Q86AZ6
isogroup59438	Q5UQ40
isogroup59448	P91252
isogroup59454	A3AYR1
isogroup59473	P94092
isogroup59494	Q9XIE6
isogroup59496	P48236
isogroup59506	B2VJC2
isogroup59507	B5XGE7
isogroup59514	P26572
isogroup59516	Q52353
isogroup59518	Q80YE7
isogroup59520	Q39079
isogroup59521	Q3SEK2
isogroup59525	Q54VY3
isogroup59527	Q9NJU9
isogroup59529	P43388
isogroup59530	O74467
isogroup59535	Q1D823
isogroup59536	Q8WXB1
isogroup59541	Q5XGE0
isogroup59542	P82343
isogroup59547	F2Z461
isogroup59549	Q7RTR2
isogroup59551	Q6BPC1
isogroup59555	Q9D2C6
isogroup59561	Q9VYS3
isogroup59568	C3VPR6
isogroup59573	Q9FFL1
isogroup59575	Q82WZ5
isogroup59576	A4QNR8
isogroup59577	P85515
isogroup59581	Q6AVN2
isogroup59583	Q5ZIN1
isogroup59593	Q1L8L6
isogroup59624	P0CQ74
isogroup59625	Q2TBQ9
isogroup59637	P49397
isogroup59639	Q96PQ7
isogroup59647	Q01990
isogroup59663	Q99385
isogroup59664	Q5R630
isogroup59667	Q9ZSA2
isogroup59670	Q5XF09
isogroup59683	Q09878
isogroup59684	Q9FK29
isogroup59693	O97313
isogroup59702	Q7M9T3
isogroup59708	Q9ULJ7
isogroup59710	Q7RTR2
isogroup59715	Q09676
isogroup59719	P43672
isogroup5972	Q54JQ2
isogroup59722	Q70LM6
isogroup59724	A0JND4
isogroup59734	Q54TH8
isogroup59736	Q96Q83
isogroup59742	O84418
isogroup59746	A8MXZ3
isogroup59748	Q9C912
isogroup59750	Q8N9H8
isogroup59758	Q00690
isogroup59762	Q5RF15
isogroup59763	Q9FNJ9
isogroup59769	Q7SXN5
isogroup59784	Q9H867
isogroup59788	P55080
isogroup59790	O35350
isogroup59793	Q9LW26
isogroup598	P31320
isogroup59800	O89114
isogroup59804	B1H3D5
isogroup59805	Q8BL06
isogroup59811	B6ZJZ9
isogroup59818	B5DG51
isogroup59819	P27398
isogroup59821	Q9V3B6
isogroup59828	H0YM25
isogroup59831	Q11RW8
isogroup59838	Q1LUS8
isogroup59844	Q6ETK3
isogroup59851	Q9JI90
isogroup59853	Q11YV6
isogroup59856	Q6CF41
isogroup59857	O34499
isogroup59867	Q5XIJ5
isogroup59876	P50188
isogroup59880	Q6GMH0
isogroup59882	Q08CH7
isogroup59887	Q40296
isogroup59890	D4GP33
isogroup59900	O22899
isogroup59903	Q9FIV6
isogroup59904	Q9D7X1
isogroup59911	O02833
isogroup59950	P0AFL3
isogroup59977	Q8VHI3
isogroup59998	Q9C5D2
isogroup59999	P38935
isogroup60000	Q8WVQ1
isogroup60012	Q9SW18
isogroup60013	Q9UYV8
isogroup60022	P76113
isogroup60025	Q9LVB8
isogroup60027	Q9FXG3
isogroup60028	Q3UHX9
isogroup60036	Q5ZIM5
isogroup60037	Q9ULJ7
isogroup60038	A0BLX0
isogroup60039	P38494
isogroup60049	O24581
isogroup60051	Q9LT68
isogroup60054	Q00808
isogroup60071	Q4PEQ5
isogroup60073	Q9VXJ0
isogroup60086	Q09764
isogroup60108	P35523
isogroup60109	Q01484
isogroup60115	Q9R053
isogroup60117	Q60952
isogroup60132	H3ZPL1
isogroup60138	P09437
isogroup6014	P27522
isogroup60140	F4I1X0
isogroup60146	Q6P6Z8
isogroup60149	O32102
isogroup60151	Q7ZVK3
isogroup60163	Q9ZUG4
isogroup60173	A0A0H2VDN9
isogroup60174	Q5XIB4
isogroup60178	Q8VEJ1
isogroup60187	Q0QLE6
isogroup60190	Q14980
isogroup60196	Q6IVY4
isogroup60197	Q8AVL0
isogroup60202	O26884
isogroup60204	Q12955
isogroup60205	F4JML5
isogroup60210	Q9L0L6
isogroup60212	Q8WWI5
isogroup60215	Q54UU1
isogroup60218	Q86AD7
isogroup60221	Q9VD92
isogroup60222	Q86I06
isogroup60227	O67781
isogroup60233	Q1PFH8
isogroup60236	Q48MF3
isogroup60242	A1TLH8
isogroup60245	Q9QXS1
isogroup60257	Q8PUD6
isogroup60258	Q5E9B3
isogroup60260	Q68EK7
isogroup60266	P34036
isogroup60275	Q06067
isogroup60278	Q8N6R0
isogroup60284	Q8GXJ1
isogroup60319	Q54QB1
isogroup60321	Q9FUZ2
isogroup60322	A4IG72
isogroup60324	P35579
isogroup60335	Q10082
isogroup60336	P23796
isogroup60347	A4YGN0
isogroup60351	P38254
isogroup60355	Q6ZMV9
isogroup60367	Q1XDP4
isogroup60371	Q9SFE9
isogroup60372	Q67XX3
isogroup60380	F4IS56
isogroup60381	Q9NXR1
isogroup60386	O08629
isogroup60387	Q86I22
isogroup60395	P35123
isogroup60397	P16157
isogroup60398	Q8GWB7
isogroup60402	F4K410
isogroup60407	Q9VDL1
isogroup60413	Q5ARL6
isogroup60421	Q9Z8M3
isogroup60427	Q9HD43
isogroup60434	Q1LZ75
isogroup60441	P43270
isogroup60443	O14325
isogroup60453	Q9LR78
isogroup60457	P30427
isogroup60461	Q24306
isogroup60467	Q9Y2J0
isogroup60494	B5XAM2
isogroup60497	Q02499
isogroup60498	P40343
isogroup60503	Q9QZ71
isogroup60505	Q97U96
isogroup60511	Q9SKT6
isogroup60520	Q10475
isogroup60524	Q9GV41
isogroup60528	Q00808
isogroup60535	O94432
isogroup60537	P40066
isogroup6054	W8JDE0
isogroup60544	Q9M8J2
isogroup6055	Q0PXV9
isogroup60555	P15602
isogroup60560	Q00808
isogroup60565	Q99PT9
isogroup60573	Q8L796
isogroup60576	O34693
isogroup60578	Q1ZXD9
isogroup60579	Q8ILC1
isogroup6058	G5ECU1
isogroup60584	Q3Z637
isogroup60597	Q9KQH0
isogroup60598	Q1RM35
isogroup60603	B0JJL5
isogroup60605	P16157
isogroup60610	Q54ND3
isogroup60649	P32656
isogroup60670	Q5PPJ4
isogroup60681	Q6Z2M9
isogroup60694	Q9WWW2
isogroup60704	Q08473
isogroup60711	Q8R3D1
isogroup60715	Q8BYA0
isogroup60719	Q8RWY1
isogroup60722	O93927
isogroup60723	P59722
isogroup60732	Q14585
isogroup60736	Q05549
isogroup60739	O60242
isogroup60745	Q9BV68
isogroup60746	Q6IQ85
isogroup60760	Q9LTS6
isogroup60761	Q90YS0
isogroup60763	Q9SBJ1
isogroup60764	Q6NYF0
isogroup60766	Q04832
isogroup60770	Q9QUR7
isogroup60781	Q9NUJ7
isogroup60786	P24802
isogroup60788	Q7U6F4
isogroup60789	Q8IZN3
isogroup60791	O95861
isogroup60794	P46592
isogroup60796	Q5R6H6
isogroup608	B4LPB6
isogroup60800	Q4PE51
isogroup60802	Q8W4R8
isogroup60806	Q2R2D5
isogroup60812	P21696
isogroup60813	P56696
isogroup60815	O22870
isogroup60824	Q6AY39
isogroup60832	Q11XX3
isogroup60837	Q9FL12
isogroup60840	Q500U8
isogroup60844	Q08980
isogroup60847	Q9KG32
isogroup60848	P36037
isogroup60852	Q54MZ4
isogroup60854	Q9BYB0
isogroup60860	P63138
isogroup60867	Q8KRU5
isogroup60870	O34678
isogroup60878	O35547
isogroup60884	P48591
isogroup60886	Q00808
isogroup60888	Q7RTR2
isogroup60890	Q9QXS1
isogroup60892	Q9BQS8
isogroup60894	O43488
isogroup60897	Q73MY1
isogroup609	Q3TDQ1
isogroup60902	Q24799
isogroup60904	P0DPD7
isogroup60906	P87145
isogroup60915	Q5KWC4
isogroup60923	Q9HDZ5
isogroup60925	O67359
isogroup60928	Q8CDZ2
isogroup60931	Q9VZF4
isogroup60941	Q9R1K2
isogroup60943	Q43207
isogroup60947	Q5K2N1
isogroup60950	A8E5V7
isogroup60952	O59952
isogroup60953	Q9CYW4
isogroup60954	P44842
isogroup60955	F4HWY6
isogroup60956	A6TMN5
isogroup60957	A4IJY6
isogroup60969	O95198
isogroup60970	O45830
isogroup60985	Q9NXG2
isogroup60987	Q9P6J4
isogroup60988	Q2VZV5
isogroup60992	Q9ZT66
isogroup61048	Q5N0D2
isogroup6105	E9Q555
isogroup61054	Q9SD33
isogroup61070	A0PQ29
isogroup61076	Q9FFZ1
isogroup61087	O75001
isogroup611	Q21268
isogroup61101	Q9XI84
isogroup61107	Q6TDP4
isogroup61111	Q8L638
isogroup61117	C4R7X8
isogroup61118	Q8BML2
isogroup61120	P02888
isogroup61123	Q54KM6
isogroup61127	Q9CAD6
isogroup61134	Q38998
isogroup61138	Q8LBV4
isogroup61143	O75808
isogroup61154	Q8QZS1
isogroup61156	Q8NHS3
isogroup61173	Q505D1
isogroup61188	P10587
isogroup61207	A5PMU4
isogroup61208	P49791
isogroup61214	Q96FG2
isogroup61215	Q43207
isogroup61218	Q71B07
isogroup61223	Q9SCX8
isogroup61228	Q6AW69
isogroup61235	P30622
isogroup61236	Q7XSQ5
isogroup61240	Q3TLD5
isogroup61248	P04929
isogroup61251	Q18990
isogroup61261	P32234
isogroup61266	Q7RTR2
isogroup6127	Q6RVV4
isogroup61270	Q8GY96
isogroup61274	Q9H7B4
isogroup61275	P25294
isogroup61282	Q84RR0
isogroup61292	A4TEE0
isogroup61295	Q0B9S2
isogroup61301	Q4I8S2
isogroup61302	P49253
isogroup61310	A0LWS7
isogroup61311	L7IP31
isogroup61314	P73211
isogroup61324	O74467
isogroup61329	Q8IDX6
isogroup6133	P37024
isogroup61337	Q9C671
isogroup61340	Q80U87
isogroup61343	P27638
isogroup61344	Q9DE27
isogroup61353	Q9C7E7
isogroup61357	P92939
isogroup61358	Q8ZCA8
isogroup61362	Q9SKD3
isogroup61365	Q562C4
isogroup61367	Q39054
isogroup61375	A6H7I3
isogroup61379	Q5RES6
isogroup61382	P41924
isogroup61385	Q52109
isogroup61387	P35499
isogroup61399	Q9ASS6
isogroup614	Q9FWC1
